@Version:0.9.1
@SampleID:gsa

@@SEQUENCEID	BINID	TAXID	_LENGTH
RH|P|C13644	1048864	103728	286659
RH|P|C22253	1048864	103728	285870
RH|P|C26579	1048864	103728	284708
RH|P|C8209	1048864	103728	21995
RH|P|C41529	1048864	103728	239945
RH|P|C10484	1048864	103728	250799
RH|P|C38643	1048864	103728	234910
RH|P|C9373	1048864	103728	217246
RH|P|C33449	1048864	103728	204617
RH|P|C31620	1048864	103728	136771
RH|P|C18989	1048864	103728	25605
RH|P|C25208	1048864	103728	106808
RH|P|C2063	1048864	103728	129106
RH|P|C23020	1048864	103728	112463
RH|P|C15937	1048864	103728	2517
RH|P|C25850	1048864	103728	70472
RH|P|C38795	1048864	103728	65792
RH|P|C20090	1048864	103728	34142
RH|P|C7020	1048864	103728	27770
RH|P|C10932	1048864	103728	8274
RH|P|C20957	1048864	103728	6624
RH|P|C1738	1048864	103728	3200
RH|P|C19432	1048864	103728	1665
RH|P|C19256	Sample6_508	45202	9521
RH|P|C30702	Sample9_40	45202	15379
RH|P|C12955	1286_U	13687	666543
RH|P|C13781	1286_U	13687	100655
RH|P|C11729	1286_U	13687	87006
RH|P|C7736	1286_U	13687	393
RH|P|C14432	1286_U	13687	289086
RH|P|C2186	1286_U	13687	15566
RH|P|C23003	1286_U	13687	239
RH|P|C37106	1286_U	13687	238960
RH|P|C41314	1286_U	13687	1018
RH|P|C7507	1286_U	13687	238608
RH|P|C17601	1286_U	13687	29915
RH|P|C10096	1286_U	13687	76079
RH|P|C30658	1286_U	13687	328
RH|P|C15498	1286_U	13687	218900
RH|P|C19966	1286_U	13687	211381
RH|P|C22500	1286_U	13687	193875
RH|P|C10888	1286_U	13687	170806
RH|P|C33582	1286_U	13687	43406
RH|P|C40786	1286_U	13687	2523
RH|P|C20	1286_U	13687	165044
RH|P|C23273	1286_U	13687	161062
RH|P|C31443	1286_U	13687	147299
RH|P|C7996	1286_U	13687	146177
RH|P|C6554	1286_U	13687	372
RH|P|C18516	1286_U	13687	145068
RH|P|C13066	1286_U	13687	135990
RH|P|C17337	1286_U	13687	125097
RH|P|C12786	1286_U	13687	94780
RH|P|C13759	1286_U	13687	85683
RH|P|C31272	1286_U	13687	294
RH|P|C34373	1286_U	13687	61518
RH|P|C7236	1286_U	13687	19349
RH|P|C29202	1286_U	13687	341
RH|P|C24213	1286_U	13687	46173
RH|P|C39437	1286_U	13687	46009
RH|P|C31739	1286_U	13687	33191
RH|P|C23963	1286_U	13687	2340
RH|P|C21658	1285_W	407	1985
RH|P|C38599	1285_W	407	520403
RH|P|C17712	1285_W	407	802
RH|P|C30523	1285_W	407	390
RH|P|C11184	1285_W	407	318281
RH|P|C16852	1285_W	407	904
RH|P|C13232	1285_W	407	807
RH|P|C32688	1285_W	407	508159
RH|P|C24023	1285_W	407	425146
RH|P|C14000	1285_W	407	948
RH|P|C1715	1285_W	407	2080
RH|P|C30149	1285_W	407	102229
RH|P|C38766	1285_W	407	378161
RH|P|C7343	1285_W	407	372758
RH|P|C13424	1285_W	407	240345
RH|P|C21176	1285_W	407	796
RH|P|C15908	1285_W	407	288
RH|P|C16161	1285_W	407	218142
RH|P|C13051	1285_W	407	202949
RH|P|C15881	1285_W	407	417
RH|P|C9221	1285_W	407	227
RH|P|C3741	1285_W	407	192767
RH|P|C9965	1285_W	407	1014
RH|P|C36880	1285_W	407	156291
RH|P|C40770	1285_W	407	198100
RH|P|C12799	1285_W	407	134736
RH|P|C17653	1285_W	407	122557
RH|P|C24503	1285_W	407	802
RH|P|C39699	1285_W	407	101180
RH|P|C9384	1285_W	407	92983
RH|P|C28421	1285_W	407	74140
RH|P|C40815	1285_W	407	327
RH|P|C7459	1285_W	407	62577
RH|P|C10179	1285_W	407	62293
RH|P|C4899	1285_W	407	49626
RH|P|C33993	1285_W	407	46115
RH|P|C19946	1285_W	407	41616
RH|P|C27132	1285_W	407	27234
RH|P|C19926	1285_W	407	23683
RH|P|C4916	1285_W	407	16176
RH|P|C38443	1285_W	407	12898
RH|P|C18271	1285_W	407	866
RH|P|C38065	1285_W	407	432
RH|P|C7638	1285_W	407	7373
RH|P|C20293	1285_W	407	7015
RH|P|C37015	1285_W	407	316
RH|P|C28236	1285_W	407	5762
RH|P|C22316	1285_W	407	2177
RH|P|C26005	1285_W	407	3347
RH|P|C23802	1285_W	407	2611
RH|P|C41867	1285_W	407	1042
RH|P|C15227	Sample15_115	32644	5911
RH|P|C9927	1030758	1121014	1597835
RH|P|C4599	1030758	1121014	532736
RH|P|C22597	1030758	1121014	529448
RH|P|C39825	1030758	1121014	180899
RH|P|C33354	1030758	1121014	83262
RH|P|C10217	1030758	1121014	37574
RH|P|C30207	1030758	1121014	15850
RH|P|C22671	1030758	1121014	1139
RH|P|C17264	1286_BN	13687	666593
RH|P|C29757	1286_BN	13687	100539
RH|P|C35303	1286_BN	13687	5795
RH|P|C32715	1286_BN	13687	446
RH|P|C28532	1286_BN	13687	264862
RH|P|C11527	1286_BN	13687	239712
RH|P|C12251	1286_BN	13687	301
RH|P|C8893	1286_BN	13687	220065
RH|P|C38213	1286_BN	13687	304
RH|P|C37953	1286_BN	13687	211653
RH|P|C30335	1286_BN	13687	193823
RH|P|C34943	1286_BN	13687	170807
RH|P|C23311	1286_BN	13687	43391
RH|P|C39487	1286_BN	13687	2521
RH|P|C14237	1286_BN	13687	165017
RH|P|C39523	1286_BN	13687	23809
RH|P|C15043	1286_BN	13687	161144
RH|P|C41619	1286_BN	13687	147244
RH|P|C14013	1286_BN	13687	146110
RH|P|C4593	1286_BN	13687	6104
RH|P|C4246	1286_BN	13687	145062
RH|P|C3514	1286_BN	13687	135823
RH|P|C7118	1286_BN	13687	15477
RH|P|C28300	1286_BN	13687	233
RH|P|C33615	1286_BN	13687	107463
RH|P|C15380	1286_BN	13687	131433
RH|P|C35249	1286_BN	13687	124973
RH|P|C29108	1286_BN	13687	94755
RH|P|C32217	1286_BN	13687	85674
RH|P|C8041	1286_BN	13687	81266
RH|P|C39145	1286_BN	13687	75785
RH|P|C37	1286_BN	13687	61556
RH|P|C31923	1286_BN	13687	19267
RH|P|C37930	1286_BN	13687	306
RH|P|C30348	1286_BN	13687	46172
RH|P|C1158	1286_BN	13687	45961
RH|P|C8002	1286_BN	13687	33238
RH|P|C6607	1286_BN	13687	23276
RH|P|C26312	1286_BN	13687	2332
RH|P|C18226	1036686	1121320	89607
RH|P|C32238	1036686	1121320	573941
RH|P|C10343	1036686	1121320	16712
RH|P|C24728	1036686	1121320	584440
RH|P|C38644	1036686	1121320	559813
RH|P|C7595	1036686	1121320	126730
RH|P|C27387	1036686	1121320	171603
RH|P|C22949	1036686	1121320	2004
RH|P|C23362	1036686	1121320	69206
RH|P|C32180	1036686	1121320	45006
RH|P|C19551	1036686	1121320	90464
RH|P|C34013	1036686	1121320	232219
RH|P|C7423	1036686	1121320	234882
RH|P|C5892	1036686	1121320	19228
RH|P|C29358	1036686	1121320	70061
RH|P|C18558	1036686	1121320	36363
RH|P|C40569	1036686	1121320	77710
RH|P|C16014	1036686	1121320	22101
RH|P|C17399	1036686	1121320	46904
RH|P|C35763	1036686	1121320	87037
RH|P|C15483	1036686	1121320	115222
RH|P|C16821	1036686	1121320	47624
RH|P|C6874	1036686	1121320	73921
RH|P|C31817	1036686	1121320	84342
RH|P|C11221	1036686	1121320	149246
RH|P|C17499	1036686	1121320	119515
RH|P|C3434	1036686	1121320	55589
RH|P|C1697	1036686	1121320	47419
RH|P|C38773	1036686	1121320	89150
RH|P|C19058	1036686	1121320	87387
RH|P|C3181	1036686	1121320	85306
RH|P|C35110	1036686	1121320	74289
RH|P|C18712	1036686	1121320	43659
RH|P|C24747	1036686	1121320	29424
RH|P|C29278	1036686	1121320	51982
RH|P|C24491	1036686	1121320	46641
RH|P|C6962	1036686	1121320	40742
RH|P|C24253	1036686	1121320	35726
RH|P|C16471	1036686	1121320	30500
RH|P|C12110	1036686	1121320	28345
RH|P|C21773	1036686	1121320	27343
RH|P|C31853	1036686	1121320	25652
RH|P|C23396	1036686	1121320	15746
RH|P|C33764	1036686	1121320	13202
RH|P|C30075	1036686	1121320	5841
RH|P|C19199	1036686	1121320	4779
RH|P|C5119	1036686	1121320	2532
RH|P|C10922	1036686	1121320	2266
RH|P|C15154	1036686	1121320	1091
RH|P|C15208	1036686	1121320	1473
RH|P|C33122	Sample19_220	32644	9029
RH|P|C32403	1036734	1120975	368647
RH|P|C4944	1036734	1120975	232994
RH|P|C1596	1036734	1120975	202900
RH|P|C34402	1036734	1120975	153944
RH|P|C24437	1036734	1120975	1453
RH|P|C35780	1036734	1120975	150403
RH|P|C30364	1036734	1120975	143439
RH|P|C23658	1036734	1120975	139604
RH|P|C15493	1036734	1120975	106183
RH|P|C24358	1036734	1120975	92646
RH|P|C17368	1036734	1120975	80346
RH|P|C22346	1036734	1120975	75847
RH|P|C38468	1036734	1120975	72933
RH|P|C11173	1036734	1120975	645
RH|P|C25173	1036734	1120975	69563
RH|P|C68	1036734	1120975	66983
RH|P|C26802	1036734	1120975	1043
RH|P|C7938	1036734	1120975	60949
RH|P|C14264	1036734	1120975	55314
RH|P|C35286	1036734	1120975	50514
RH|P|C2041	1036734	1120975	36344
RH|P|C8389	1036734	1120975	31262
RH|P|C8103	1036734	1120975	22201
RH|P|C33461	1036734	1120975	20216
RH|P|C1052	1036734	1120975	16609
RH|P|C24987	1036734	1120975	14797
RH|P|C35931	1036734	1120975	13715
RH|P|C9004	1036734	1120975	11769
RH|P|C36520	1036734	1120975	8044
RH|P|C5681	1036734	1120975	6830
RH|P|C12263	1036734	1120975	5526
RH|P|C26029	1036734	1120975	2394
RH|P|C34593	1036734	1120975	2173
RH|P|C34687	1036734	1120975	1891
RH|P|C41816	1036734	1120975	1475
RH|P|C14581	1036734	1120975	1354
RH|P|C22595	1036734	1120975	1333
RH|P|C26289	1036734	1120975	1335
RH|P|C37171	1139_C	80864	634
RH|P|C33547	1139_C	80864	6136
RH|P|C29399	1139_C	80864	3720
RH|P|C13231	1139_C	80864	8190
RH|P|C37305	1139_C	80864	897849
RH|P|C4354	1139_C	80864	5678
RH|P|C36915	1139_C	80864	1100
RH|P|C20109	1139_C	80864	84377
RH|P|C14165	1139_C	80864	291303
RH|P|C13210	1139_C	80864	1390
RH|P|C3038	1139_C	80864	300296
RH|P|C8640	1139_C	80864	166000
RH|P|C4656	1139_C	80864	210
RH|P|C23684	1139_C	80864	271519
RH|P|C2314	1139_C	80864	257960
RH|P|C13015	1139_C	80864	49789
RH|P|C40178	1139_C	80864	214619
RH|P|C32983	1139_C	80864	36607
RH|P|C21291	1139_C	80864	1107
RH|P|C21724	1139_C	80864	52611
RH|P|C11895	1139_C	80864	237038
RH|P|C36994	1139_C	80864	66640
RH|P|C37638	1139_C	80864	669
RH|P|C11891	1139_C	80864	1293
RH|P|C4885	1139_C	80864	233830
RH|P|C3138	1139_C	80864	20419
RH|P|C5529	1139_C	80864	231433
RH|P|C16045	1139_C	80864	623
RH|P|C39262	1139_C	80864	762
RH|P|C5104	1139_C	80864	203363
RH|P|C38256	1139_C	80864	113691
RH|P|C23797	1139_C	80864	197965
RH|P|C36791	1139_C	80864	21874
RH|P|C16410	1139_C	80864	73220
RH|P|C14923	1139_C	80864	165295
RH|P|C29588	1139_C	80864	63076
RH|P|C41055	1139_C	80864	1288
RH|P|C40460	1139_C	80864	146758
RH|P|C32073	1139_C	80864	78200
RH|P|C1720	1139_C	80864	1212
RH|P|C4691	1139_C	80864	2131
RH|P|C8944	1139_C	80864	2839
RH|P|C34445	1139_C	80864	1380
RH|P|C2623	1139_C	80864	464
RH|P|C32445	1139_C	80864	1026
RH|P|C6415	1139_C	80864	140434
RH|P|C5961	1139_C	80864	119159
RH|P|C25752	1139_C	80864	342
RH|P|C25030	1139_C	80864	13591
RH|P|C10143	1139_C	80864	131855
RH|P|C16623	1139_C	80864	3814
RH|P|C31744	1139_C	80864	118659
RH|P|C26605	1139_C	80864	106806
RH|P|C15812	1139_C	80864	176593
RH|P|C36944	1139_C	80864	94894
RH|P|C6860	1139_C	80864	75752
RH|P|C1357	1139_C	80864	387
RH|P|C34575	1139_C	80864	72019
RH|P|C37093	1139_C	80864	32742
RH|P|C7485	1139_C	80864	71775
RH|P|C15054	1139_C	80864	300
RH|P|C31850	1139_C	80864	71272
RH|P|C35727	1139_C	80864	17130
RH|P|C31378	1139_C	80864	71395
RH|P|C1125	1139_C	80864	396
RH|P|C31868	1139_C	80864	689
RH|P|C13769	1139_C	80864	840
RH|P|C25989	1139_C	80864	324
RH|P|C37698	1139_C	80864	68656
RH|P|C11326	1139_C	80864	56463
RH|P|C11565	1139_C	80864	52652
RH|P|C25516	1139_C	80864	49418
RH|P|C10789	1139_C	80864	47062
RH|P|C13850	1139_C	80864	47470
RH|P|C12469	1139_C	80864	1133
RH|P|C12383	1139_C	80864	431
RH|P|C5660	1139_C	80864	2166
RH|P|C16652	1139_C	80864	12005
RH|P|C29339	1139_C	80864	1662
RH|P|C22472	1139_C	80864	14673
RH|P|C3171	1139_C	80864	273
RH|P|C36089	1139_C	80864	45358
RH|P|C23471	1139_C	80864	342
RH|P|C40216	1139_C	80864	45081
RH|P|C24274	1139_C	80864	37535
RH|P|C36060	1139_C	80864	33364
RH|P|C12748	1139_C	80864	8379
RH|P|C27035	1139_C	80864	29962
RH|P|C40514	1139_C	80864	28348
RH|P|C20912	1139_C	80864	1129
RH|P|C18106	1139_C	80864	21752
RH|P|C36493	1139_C	80864	16717
RH|P|C32455	1139_C	80864	15423
RH|P|C18423	1139_C	80864	7280
RH|P|C23511	1139_C	80864	6286
RH|P|C35811	1139_C	80864	5865
RH|P|C34411	1139_C	80864	5671
RH|P|C20154	1139_C	80864	5417
RH|P|C31305	1139_C	80864	5335
RH|P|C8629	1139_C	80864	4200
RH|P|C12920	1139_C	80864	1306
RH|P|C22905	1139_C	80864	1034
RH|P|C32124	1139_C	80864	940
RH|P|C9271	1139_C	80864	710
RH|P|C10868	1139_C	80864	338
RH|P|C35135	1139_C	80864	438
RH|P|C21328	Sample15_22	32644	23358
RH|P|C35748	1049077	561365	617456
RH|P|C4839	1049077	561365	360775
RH|P|C7787	1049077	561365	230693
RH|P|C17872	1049077	561365	420374
RH|P|C28163	1049077	561365	199040
RH|P|C35821	1049077	561365	214775
RH|P|C42026	1049077	561365	304844
RH|P|C15369	1049077	561365	303069
RH|P|C28019	1049077	561365	245206
RH|P|C36658	1049077	561365	245119
RH|P|C8809	1049077	561365	2815
RH|P|C28972	1049077	561365	188538
RH|P|C26368	1049077	561365	37542
RH|P|C11744	1049077	561365	226659
RH|P|C3983	1049077	561365	195775
RH|P|C9332	1049077	561365	139686
RH|P|C13926	1049077	561365	125861
RH|P|C29293	1049077	561365	102981
RH|P|C17764	1049077	561365	8431
RH|P|C14703	1049077	561365	10429
RH|P|C31410	1049077	561365	5774
RH|P|C1224	1049077	561365	5602
RH|P|C33719	1049077	561365	3380
RH|P|C23919	1049077	561365	2714
RH|P|C23304	1049077	561365	2677
RH|P|C38969	1049077	561365	1500
RH|P|C3936	1049077	561365	1288
RH|P|C15890	1286_M	1071583	545
RH|P|C28634	1286_M	1071583	875266
RH|P|C36549	1286_M	1071583	270
RH|P|C10765	1286_M	1071583	705
RH|P|C27807	1286_M	1071583	1503611
RH|P|C23336	1286_M	1071583	389
RH|P|C27593	1286_M	1071583	4085
RH|P|C19472	1286_M	1071583	302664
RH|P|C14782	1286_M	1071583	569890
RH|P|C11016	1286_M	1071583	430498
RH|P|C36702	1286_M	1071583	145858
RH|P|C32938	1286_M	1071583	56927
RH|P|C5626	1048975	49280	181660
RH|P|C18954	1048975	49280	5908
RH|P|C33531	1048975	49280	552564
RH|P|C24059	1048975	49280	51544
RH|P|C29985	1048975	49280	411155
RH|P|C15010	1048975	49280	385771
RH|P|C8943	1048975	49280	108851
RH|P|C12102	1048975	49280	30427
RH|P|C23204	1048975	49280	31131
RH|P|C9374	1048975	49280	155000
RH|P|C30938	1048975	49280	244496
RH|P|C6408	1048975	49280	205754
RH|P|C29762	1048975	49280	198680
RH|P|C30729	1048975	49280	194008
RH|P|C27797	1048975	49280	170340
RH|P|C24041	1048975	49280	22828
RH|P|C5462	1048975	49280	35832
RH|P|C21305	1048975	49280	105126
RH|P|C35521	1048975	49280	38173
RH|P|C5189	1048975	49280	93138
RH|P|C7755	1048975	49280	129816
RH|P|C12488	1048975	49280	120915
RH|P|C17175	1048975	49280	114078
RH|P|C15460	1048975	49280	86617
RH|P|C13979	1048975	49280	78871
RH|P|C41484	1048975	49280	62478
RH|P|C25582	1048975	49280	62016
RH|P|C31936	1048975	49280	61086
RH|P|C40387	1048975	49280	59201
RH|P|C21964	1048975	49280	58797
RH|P|C29617	1048975	49280	55795
RH|P|C10853	1048975	49280	53720
RH|P|C30024	1048975	49280	51799
RH|P|C27206	1048975	49280	39993
RH|P|C16109	1048975	49280	39154
RH|P|C19119	1048975	49280	31997
RH|P|C14442	1048975	49280	22383
RH|P|C38115	1048975	49280	19116
RH|P|C7727	1048975	49280	9142
RH|P|C28312	1048975	49280	8046
RH|P|C5002	1048975	49280	7781
RH|P|C28789	1048975	49280	7167
RH|P|C9336	1048975	49280	6550
RH|P|C16724	1048975	49280	4710
RH|P|C20442	1048975	49280	3224
RH|P|C3724	1048975	49280	2874
RH|P|C29184	1048975	49280	2851
RH|P|C36868	1048975	49280	2655
RH|P|C24898	1048975	49280	2157
RH|P|C19470	1048975	49280	2126
RH|P|C7737	1048975	49280	2046
RH|P|C38469	1048975	49280	1762
RH|P|C6397	1048975	49280	1672
RH|P|C12614	1048975	49280	1681
RH|P|C10779	1048975	49280	1587
RH|P|C32241	1048975	49280	1542
RH|P|C11616	1048975	49280	1525
RH|P|C17597	1048975	49280	1448
RH|P|C6032	1048975	49280	1377
RH|P|C12758	1048975	49280	1382
RH|P|C34760	1048975	49280	1252
RH|P|C42016	1048975	49280	1088
RH|P|C19095	1048975	49280	1028
RH|P|C17236	1048975	49280	991
RH|P|C16321	1220_Z	1663	1535
RH|P|C36823	1220_Z	1663	17390
RH|P|C41192	1220_Z	1663	16427
RH|P|C3789	1220_Z	1663	1886
RH|P|C12660	1220_Z	1663	8856
RH|P|C21907	1220_Z	1663	36807
RH|P|C27254	1220_Z	1663	33175
RH|P|C36433	1220_Z	1663	4010
RH|P|C9486	1220_Z	1663	7200
RH|P|C1974	1220_Z	1663	43844
RH|P|C20630	1220_Z	1663	33655
RH|P|C18480	1220_Z	1663	4117
RH|P|C38651	1220_Z	1663	17163
RH|P|C16855	1220_Z	1663	7902
RH|P|C94	1220_Z	1663	314
RH|P|C30937	1220_Z	1663	42058
RH|P|C22031	1220_Z	1663	254
RH|P|C22496	1220_Z	1663	1810
RH|P|C21339	1220_Z	1663	6136
RH|P|C12368	1220_Z	1663	6442
RH|P|C20206	1220_Z	1663	34703
RH|P|C24310	1220_Z	1663	7675
RH|P|C10911	1220_Z	1663	31123
RH|P|C16120	1220_Z	1663	48471
RH|P|C34036	1220_Z	1663	20301
RH|P|C18652	1220_Z	1663	16507
RH|P|C39222	1220_Z	1663	393
RH|P|C8118	1220_Z	1663	29212
RH|P|C9016	1220_Z	1663	11861
RH|P|C1636	1220_Z	1663	5326
RH|P|C40547	1220_Z	1663	432
RH|P|C29076	1220_Z	1663	406
RH|P|C36008	1220_Z	1663	352
RH|P|C27759	1220_Z	1663	2564
RH|P|C26582	1220_Z	1663	1041
RH|P|C7035	1220_Z	1663	551
RH|P|C7435	1220_Z	1663	2166
RH|P|C26257	1220_Z	1663	3554
RH|P|C14551	1220_Z	1663	431
RH|P|C32509	1220_Z	1663	1161
RH|P|C3412	1220_Z	1663	336
RH|P|C7283	1220_Z	1663	36357
RH|P|C32258	1220_Z	1663	5555
RH|P|C37332	1220_Z	1663	88457
RH|P|C7091	1220_Z	1663	8162
RH|P|C13382	1220_Z	1663	9543
RH|P|C20275	1220_Z	1663	17226
RH|P|C36403	1220_Z	1663	8989
RH|P|C27491	1220_Z	1663	20816
RH|P|C21788	1220_Z	1663	20071
RH|P|C8369	1220_Z	1663	2267
RH|P|C19186	1220_Z	1663	26073
RH|P|C33154	1220_Z	1663	5334
RH|P|C28280	1220_Z	1663	10773
RH|P|C8654	1220_Z	1663	18221
RH|P|C10318	1220_Z	1663	16619
RH|P|C40858	1220_Z	1663	10436
RH|P|C18477	1220_Z	1663	19233
RH|P|C37846	1220_Z	1663	9416
RH|P|C10350	1220_Z	1663	1035
RH|P|C37223	1220_Z	1663	22554
RH|P|C12525	1220_Z	1663	556
RH|P|C32529	1220_Z	1663	10315
RH|P|C38935	1220_Z	1663	2676
RH|P|C41822	1220_Z	1663	639
RH|P|C37027	1220_Z	1663	11609
RH|P|C37754	1220_Z	1663	43420
RH|P|C23554	1220_Z	1663	40444
RH|P|C11316	1220_Z	1663	4165
RH|P|C20416	1220_Z	1663	1833
RH|P|C31742	1220_Z	1663	22918
RH|P|C33616	1220_Z	1663	952
RH|P|C10281	1220_Z	1663	4577
RH|P|C31648	1220_Z	1663	6409
RH|P|C26424	1220_Z	1663	17533
RH|P|C37267	1220_Z	1663	19262
RH|P|C16016	1220_Z	1663	21831
RH|P|C4993	1220_Z	1663	20137
RH|P|C1676	1220_Z	1663	4415
RH|P|C12677	1220_Z	1663	6312
RH|P|C20875	1220_Z	1663	69453
RH|P|C6335	1220_Z	1663	9446
RH|P|C33695	1220_Z	1663	658
RH|P|C14614	1220_Z	1663	348
RH|P|C11285	1220_Z	1663	151422
RH|P|C28977	1220_Z	1663	1121
RH|P|C41509	1220_Z	1663	64040
RH|P|C26549	1220_Z	1663	20938
RH|P|C28297	1220_Z	1663	7633
RH|P|C9602	1220_Z	1663	3521
RH|P|C7278	1220_Z	1663	476
RH|P|C24511	1220_Z	1663	1197
RH|P|C15258	1220_Z	1663	257
RH|P|C22913	1220_Z	1663	34902
RH|P|C4071	1220_Z	1663	25587
RH|P|C424	1220_Z	1663	769
RH|P|C26525	1220_Z	1663	300
RH|P|C6708	1220_Z	1663	313
RH|P|C2843	1220_Z	1663	5524
RH|P|C29426	1220_Z	1663	13288
RH|P|C35702	1220_Z	1663	19530
RH|P|C11994	1220_Z	1663	8585
RH|P|C39139	1220_Z	1663	11178
RH|P|C17238	1220_Z	1663	4667
RH|P|C8926	1220_Z	1663	1251
RH|P|C21132	1220_Z	1663	4212
RH|P|C14726	1220_Z	1663	716
RH|P|C21178	1220_Z	1663	14674
RH|P|C20256	1220_Z	1663	9394
RH|P|C1237	1220_Z	1663	4967
RH|P|C34895	1220_Z	1663	11527
RH|P|C21962	1220_Z	1663	42555
RH|P|C32639	1220_Z	1663	49031
RH|P|C18738	1220_Z	1663	9746
RH|P|C33026	1220_Z	1663	46412
RH|P|C34143	1220_Z	1663	14454
RH|P|C12386	1220_Z	1663	12502
RH|P|C751	1220_Z	1663	17254
RH|P|C12659	1220_Z	1663	9493
RH|P|C2712	1220_Z	1663	5809
RH|P|C40926	1220_Z	1663	1932
RH|P|C26996	1220_Z	1663	4919
RH|P|C21442	1220_Z	1663	15959
RH|P|C18058	1220_Z	1663	45805
RH|P|C36425	1220_Z	1663	15705
RH|P|C35268	1220_Z	1663	46727
RH|P|C24848	1220_Z	1663	22056
RH|P|C7723	1220_Z	1663	6735
RH|P|C25769	1220_Z	1663	1874
RH|P|C6668	1220_Z	1663	21859
RH|P|C23981	1220_Z	1663	55458
RH|P|C30123	1220_Z	1663	1782
RH|P|C38276	1220_Z	1663	788
RH|P|C38472	1220_Z	1663	28386
RH|P|C15200	1220_Z	1663	4739
RH|P|C29725	1220_Z	1663	2596
RH|P|C1790	1220_Z	1663	331
RH|P|C11126	1220_Z	1663	9014
RH|P|C31396	1220_Z	1663	9907
RH|P|C8164	1220_Z	1663	3742
RH|P|C22148	1220_Z	1663	13560
RH|P|C31175	1220_Z	1663	6726
RH|P|C8141	1220_Z	1663	3991
RH|P|C15918	1220_Z	1663	4906
RH|P|C15574	1220_Z	1663	7076
RH|P|C8770	1220_Z	1663	2222
RH|P|C27798	1220_Z	1663	2398
RH|P|C5661	1220_Z	1663	994
RH|P|C4681	1220_Z	1663	354
RH|P|C10668	1220_Z	1663	2457
RH|P|C25786	1220_Z	1663	1602
RH|P|C40736	1220_Z	1663	1110
RH|P|C12670	1220_Z	1663	261
RH|P|C22591	1220_Z	1663	15300
RH|P|C17442	1220_Z	1663	14981
RH|P|C19587	1220_Z	1663	38576
RH|P|C30235	1220_Z	1663	691
RH|P|C1517	1220_Z	1663	10018
RH|P|C16283	1220_Z	1663	28665
RH|P|C31095	1220_Z	1663	7753
RH|P|C41435	1220_Z	1663	4896
RH|P|C13549	1220_Z	1663	10841
RH|P|C19249	1220_Z	1663	941
RH|P|C6058	1220_Z	1663	49875
RH|P|C5430	1220_Z	1663	358
RH|P|C39315	1220_Z	1663	48390
RH|P|C30599	1220_Z	1663	28528
RH|P|C41142	1220_Z	1663	891
RH|P|C41809	1220_Z	1663	277
RH|P|C32429	1220_Z	1663	8208
RH|P|C16847	1220_Z	1663	12357
RH|P|C29418	1220_Z	1663	15824
RH|P|C29208	1220_Z	1663	2287
RH|P|C9537	1220_Z	1663	930
RH|P|C31992	1220_Z	1663	12326
RH|P|C39792	1220_Z	1663	8052
RH|P|C36001	1220_Z	1663	44583
RH|P|C39961	1220_Z	1663	5948
RH|P|C19474	1220_Z	1663	11418
RH|P|C40110	1220_Z	1663	5949
RH|P|C31055	1220_Z	1663	33858
RH|P|C31748	1220_Z	1663	12225
RH|P|C21833	1220_Z	1663	433
RH|P|C36809	1220_Z	1663	2030
RH|P|C41559	1220_Z	1663	2476
RH|P|C38444	1220_Z	1663	513
RH|P|C21473	1220_Z	1663	17823
RH|P|C31836	1220_Z	1663	15748
RH|P|C36156	1220_Z	1663	4573
RH|P|C35089	1220_Z	1663	17729
RH|P|C5068	1220_Z	1663	29501
RH|P|C3535	1220_Z	1663	20907
RH|P|C25424	1220_Z	1663	16179
RH|P|C12025	1220_Z	1663	1630
RH|P|C11998	1220_Z	1663	10927
RH|P|C37720	1220_Z	1663	11449
RH|P|C18885	1220_Z	1663	8255
RH|P|C30711	1220_Z	1663	11679
RH|P|C17436	1220_Z	1663	13783
RH|P|C30945	1220_Z	1663	1872
RH|P|C15264	1220_Z	1663	23816
RH|P|C3634	1220_Z	1663	742
RH|P|C7406	1220_Z	1663	24056
RH|P|C746	1220_Z	1663	13165
RH|P|C17096	1220_Z	1663	64551
RH|P|C1559	1220_Z	1663	22757
RH|P|C27170	1220_Z	1663	1422
RH|P|C12186	1220_Z	1663	60245
RH|P|C1155	1220_Z	1663	11102
RH|P|C10001	1220_Z	1663	1614
RH|P|C37443	1220_Z	1663	6627
RH|P|C2649	1220_Z	1663	1285
RH|P|C5777	1220_Z	1663	2041
RH|P|C16037	1220_Z	1663	150
RH|P|C3306	1220_Z	1663	470
RH|P|C14392	1220_Z	1663	9981
RH|P|C31781	1220_Z	1663	56097
RH|P|C1705	1220_Z	1663	7079
RH|P|C23136	1220_Z	1663	13457
RH|P|C8074	1220_Z	1663	26575
RH|P|C11767	1220_Z	1663	1237
RH|P|C8707	1220_Z	1663	16306
RH|P|C13477	1220_Z	1663	7463
RH|P|C20977	1220_Z	1663	14324
RH|P|C35158	1220_Z	1663	20950
RH|P|C9898	1220_Z	1663	8148
RH|P|C39794	1220_Z	1663	13168
RH|P|C13470	1220_Z	1663	8440
RH|P|C16998	1220_Z	1663	286
RH|P|C40854	1220_Z	1663	4313
RH|P|C25317	1220_Z	1663	21097
RH|P|C1113	1220_Z	1663	17576
RH|P|C5455	1220_Z	1663	4008
RH|P|C3417	1220_Z	1663	13279
RH|P|C12951	1220_Z	1663	21589
